epoch,binary_crossentropy,dice_coe,loss,val_binary_crossentropy,val_dice_coe,val_loss
0,0.603502094745636,0.22557468712329865,-0.22557468712329865,0.6993163228034973,0.2055402398109436,-0.2055402547121048
1,0.5532492995262146,0.38138845562934875,-0.38138848543167114,0.2791743278503418,0.32395225763320923,-0.32395225763320923
2,0.26932060718536377,0.5798922181129456,-0.5798921585083008,0.6073590517044067,0.010066411457955837,-0.010066410526633263
3,0.11375834792852402,0.7712159752845764,-0.7712159752845764,0.5634154081344604,0.02660231664776802,-0.02660231664776802
4,0.1055126041173935,0.8314976692199707,-0.8314976096153259,0.668515682220459,0.01519179716706276,-0.015191796235740185
5,0.0956014022231102,0.8627982139587402,-0.8627981543540955,0.7138553261756897,0.008417089469730854,-0.008417089469730854
6,0.09014543145895004,0.8804027438163757,-0.8804027438163757,0.7734382748603821,0.04717620834708214,-0.04717620834708214
7,0.0877382680773735,0.8890483975410461,-0.8890485167503357,0.8302353024482727,0.04982425272464752,-0.04982425644993782
8,0.0833219513297081,0.8973057270050049,-0.8973057270050049,0.8941060900688171,0.0004133345792070031,-0.00041333455010317266
9,0.08382328599691391,0.9007528424263,-0.9007529020309448,0.9025470018386841,0.0001340303133474663,-0.0001340303133474663
10,0.08430857211351395,0.903196394443512,-0.9031963348388672,0.9176537394523621,0.00012264249380677938,-0.00012264249380677938
11,0.08298250287771225,0.90692138671875,-0.9069214463233948,0.9566726684570312,0.0005121190333738923,-0.0005121190333738923
12,0.0821855217218399,0.9102714657783508,-0.910271406173706,0.9018405675888062,0.00015259909559972584,-0.00015259909559972584
13,0.080179862678051,0.9129226207733154,-0.9129225015640259,0.9304274320602417,0.041267815977334976,-0.041267819702625275
14,0.08085831254720688,0.9140312671661377,-0.9140312671661377,0.918592631816864,0.057657502591609955,-0.057657502591609955
15,0.08118265122175217,0.915079653263092,-0.9150797724723816,0.8103539347648621,0.1956160068511963,-0.19561602175235748
16,0.0789622887969017,0.9185428023338318,-0.9185428023338318,0.8389208912849426,0.10173065960407257,-0.10173066705465317
17,0.07575802505016327,0.9219983220100403,-0.9219983220100403,0.9326931238174438,0.15089723467826843,-0.15089723467826843
18,0.07171208411455154,0.9252492785453796,-0.9252491593360901,1.00253164768219,0.0640290305018425,-0.0640290230512619
19,0.07142927497625351,0.926551878452301,-0.9265519380569458,0.7817326784133911,0.31842750310897827,-0.3184274733066559
20,0.07036857306957245,0.9283139109611511,-0.9283139109611511,0.6181682348251343,0.48907744884490967,-0.4890774190425873
21,0.06959498673677444,0.9291877150535583,-0.9291876554489136,0.55028235912323,0.5733893513679504,-0.5733893513679504
22,0.06907494366168976,0.9303455352783203,-0.9303456544876099,0.6120730042457581,0.5181917548179626,-0.5181916952133179
23,0.06971844285726547,0.9303578734397888,-0.9303577542304993,0.4893593192100525,0.6258980631828308,-0.625898003578186
24,0.07033462077379227,0.930845320224762,-0.9308453798294067,0.3740161061286926,0.7261399626731873,-0.726140022277832
25,0.07232022285461426,0.9297168850898743,-0.9297168850898743,0.3850230574607849,0.7017907500267029,-0.7017906904220581
26,0.07081993669271469,0.9311915040016174,-0.9311915636062622,0.42008811235427856,0.6772669553756714,-0.6772669553756714
27,0.07037056982517242,0.9315280318260193,-0.9315280914306641,0.2784174382686615,0.8094614744186401,-0.8094614148139954
