epoch,binary_crossentropy,dice_coe,loss,val_binary_crossentropy,val_dice_coe,val_loss
0,0.7786558270454407,0.5719701051712036,-0.5719701647758484,151.95919799804688,0.20408375561237335,-0.20408374071121216
1,0.31423771381378174,0.8213937878608704,-0.8213937282562256,60.90005874633789,0.1861657351255417,-0.1861657351255417
2,0.2779078185558319,0.8540018796920776,-0.8540018796920776,49.34944534301758,0.19655761122703552,-0.19655759632587433
3,0.23535315692424774,0.8708544969558716,-0.8708544969558716,24.862659454345703,0.20598195493221283,-0.20598198473453522
4,0.19184905290603638,0.8898800611495972,-0.8898799419403076,27.470632553100586,0.1845848560333252,-0.184584841132164
5,0.20676784217357635,0.8903616070747375,-0.8903616666793823,25.0393009185791,0.18833334743976593,-0.18833334743976593
6,0.1848469078540802,0.9005932807922363,-0.9005935192108154,12.16279411315918,0.2280137538909912,-0.2280137687921524
7,0.1797100007534027,0.9069820642471313,-0.9069821238517761,10.886029243469238,0.2373349666595459,-0.2373349815607071
8,0.17999538779258728,0.9111644625663757,-0.9111644625663757,15.091987609863281,0.23410658538341522,-0.2341066151857376
9,0.1715582311153412,0.9159902334213257,-0.9159901142120361,15.7815523147583,0.22933557629585266,-0.22933556139469147
10,0.1726439744234085,0.917366623878479,-0.9173666834831238,13.08349895477295,0.2547430992126465,-0.2547430694103241
11,0.17137423157691956,0.9187569618225098,-0.918756902217865,13.929753303527832,0.24448427557945251,-0.24448426067829132
12,0.1679859161376953,0.9191781282424927,-0.9191780686378479,16.51155662536621,0.2407355010509491,-0.2407355010509491
13,0.1637154072523117,0.9228619337081909,-0.9228619933128357,18.399269104003906,0.2418830543756485,-0.2418830692768097
14,0.1899549663066864,0.9178276062011719,-0.9178276062011719,10.879385948181152,0.2862846255302429,-0.28628459572792053
15,0.21451178193092346,0.908944308757782,-0.9089444279670715,10.014152526855469,0.40380868315696716,-0.40380868315696716
16,0.1764834225177765,0.9220947027206421,-0.9220946431159973,4.923091411590576,0.4460141658782959,-0.4460141360759735
17,0.17201301455497742,0.9254903793334961,-0.9254904389381409,3.7702648639678955,0.4262780249118805,-0.4262780249118805
18,0.1591436117887497,0.9293554425239563,-0.9293554425239563,2.8184497356414795,0.5570330619812012,-0.557033121585846
19,0.15431512892246246,0.931134819984436,-0.9311347603797913,1.966159462928772,0.6486266255378723,-0.6486266255378723
20,0.1499628871679306,0.933029294013977,-0.933029294013977,1.4645650386810303,0.7157638669013977,-0.7157638072967529
21,0.14760823547840118,0.9342260360717773,-0.9342262148857117,1.427694320678711,0.7276504635810852,-0.72765052318573
22,0.14410072565078735,0.9358329772949219,-0.9358329772949219,1.0374187231063843,0.7935760617256165,-0.7935760021209717
23,0.14687184989452362,0.9360799789428711,-0.9360800981521606,0.7309080362319946,0.8265236616134644,-0.8265236616134644
24,0.14325444400310516,0.9368306398391724,-0.9368306398391724,0.9139067530632019,0.8041478991508484,-0.8041480183601379
25,0.1422891467809677,0.9381870031356812,-0.9381868839263916,0.38422247767448425,0.9004818797111511,-0.9004818797111511
26,0.1382056176662445,0.9396511912345886,-0.939651370048523,0.30653485655784607,0.9105197191238403,-0.9105197191238403
27,0.13636808097362518,0.9404738545417786,-0.9404738545417786,0.3036740720272064,0.9152427315711975,-0.9152426719665527
28,0.13636979460716248,0.9417146444320679,-0.9417144060134888,0.3011751174926758,0.9141960144042969,-0.9141958951950073
29,0.13421450555324554,0.9422798156738281,-0.9422798156738281,0.23032423853874207,0.9217968583106995,-0.9217967987060547
30,0.13232454657554626,0.9431233406066895,-0.9431232810020447,0.20593063533306122,0.9297353029251099,-0.9297353029251099
31,0.13428978621959686,0.942907989025116,-0.9429079294204712,0.2358202040195465,0.9262028932571411,-0.9262029528617859
32,0.14049296081066132,0.9411592483520508,-0.9411593079566956,0.18661634624004364,0.9325552582740784,-0.9325552582740784
33,0.14176049828529358,0.9404937624931335,-0.9404937624931335,0.6401314735412598,0.8861150145530701,-0.8861149549484253
34,0.14888973534107208,0.938387393951416,-0.9383872747421265,0.24044960737228394,0.9284696578979492,-0.928469717502594
35,0.153897225856781,0.9382746815681458,-0.9382746815681458,0.27084705233573914,0.929535984992981,-0.929535984992981
36,0.1422824263572693,0.9414994120597839,-0.9414993524551392,0.19846166670322418,0.9378700256347656,-0.9378700256347656
37,0.1356240212917328,0.9443432092666626,-0.9443434476852417,0.25256481766700745,0.928716242313385,-0.9287161827087402
38,0.1285516768693924,0.9458720088005066,-0.9458720684051514,0.18165141344070435,0.9381620287895203,-0.9381620287895203
39,0.1276247203350067,0.9468677639961243,-0.9468677639961243,0.1590467393398285,0.9439791440963745,-0.9439791440963745
