epoch,binary_crossentropy,dice_coe,loss,val_binary_crossentropy,val_dice_coe,val_loss
0,0.7856483459472656,0.7296383380889893,-0.7296383380889893,7.127729892730713,0.5768370032310486,-0.5768370032310486
1,0.5580002069473267,0.8251504302024841,-0.8251504302024841,3.5432662963867188,0.6990681886672974,-0.6990681886672974
2,0.5667673945426941,0.8419561386108398,-0.8419561386108398,1.615728735923767,0.8042386770248413,-0.8042386770248413
3,0.48630744218826294,0.8683499097824097,-0.8683499097824097,0.4648222327232361,0.8713590502738953,-0.8713590502738953
4,0.4957338273525238,0.8702093362808228,-0.8702093362808228,0.4243095815181732,0.872674822807312,-0.872674822807312
5,0.5003509521484375,0.8840698599815369,-0.8840698599815369,0.6898027658462524,0.8735295534133911,-0.8735295534133911
6,0.4750257432460785,0.8919152021408081,-0.8919152021408081,0.5147367715835571,0.8790016174316406,-0.8790016174316406
7,0.46854594349861145,0.8987486362457275,-0.8987486362457275,0.36631831526756287,0.8908526301383972,-0.8908526301383972
8,0.4374319911003113,0.9059582352638245,-0.9059582352638245,0.48096808791160583,0.8941653370857239,-0.8941653370857239
9,0.42570245265960693,0.908676028251648,-0.908676028251648,0.43059906363487244,0.8889131546020508,-0.8889131546020508
10,0.39669349789619446,0.9138059616088867,-0.9138059616088867,0.4532500207424164,0.897830605506897,-0.897830605506897
11,0.4283774495124817,0.9098007678985596,-0.9098007678985596,0.4730073809623718,0.8993040919303894,-0.8993040919303894
12,0.40001267194747925,0.9159196615219116,-0.9159196615219116,0.7267943620681763,0.8912442922592163,-0.8912442922592163
13,0.3793376088142395,0.9199331402778625,-0.9199331402778625,0.3782641887664795,0.9012159109115601,-0.9012159109115601
14,0.3693029582500458,0.9212834239006042,-0.9212834239006042,0.46820300817489624,0.9044827222824097,-0.9044827222824097
15,0.4089434742927551,0.9155937433242798,-0.9155937433242798,0.39679211378097534,0.9002079963684082,-0.9002079963684082
16,0.37983208894729614,0.9211344122886658,-0.9211344122886658,0.4308694005012512,0.9054096937179565,-0.9054096937179565
17,0.36173155903816223,0.9235101342201233,-0.9235101342201233,0.3933568596839905,0.9074312448501587,-0.9074312448501587
18,0.35431429743766785,0.9261224865913391,-0.9261224865913391,0.4750401973724365,0.9087778329849243,-0.9087778329849243
19,0.3365922272205353,0.9292365908622742,-0.9292365908622742,0.41906413435935974,0.9112263917922974,-0.9112263917922974
20,0.3366631865501404,0.9308111071586609,-0.9308111071586609,0.3913760185241699,0.907585620880127,-0.907585620880127
21,0.32820776104927063,0.9319403767585754,-0.9319403767585754,0.49843311309814453,0.9121891856193542,-0.9121891856193542
22,0.3283390700817108,0.9337424635887146,-0.9337424635887146,0.49733972549438477,0.9099261164665222,-0.9099261164665222
23,0.3166993260383606,0.9356163740158081,-0.9356163740158081,0.5625511407852173,0.9105852246284485,-0.9105852246284485
24,0.32737210392951965,0.9361467957496643,-0.9361467957496643,0.44654035568237305,0.9144228100776672,-0.9144228100776672
25,0.3207680583000183,0.9381036758422852,-0.9381036758422852,0.46502503752708435,0.9138414263725281,-0.9138414263725281
26,0.33208295702934265,0.9378631114959717,-0.9378631114959717,0.4630550444126129,0.9142910242080688,-0.9142910242080688
27,0.31372448801994324,0.9394400119781494,-0.9394400119781494,0.451160192489624,0.9152829051017761,-0.9152829051017761
28,0.3307228088378906,0.9380142688751221,-0.9380142688751221,0.5833945870399475,0.8741706013679504,-0.8741706013679504
29,0.33877238631248474,0.9375154376029968,-0.9375154376029968,0.44187578558921814,0.9101975560188293,-0.9101975560188293
30,0.3402542471885681,0.9386738538742065,-0.9386738538742065,0.4708099365234375,0.915941596031189,-0.915941596031189
31,0.356129914522171,0.9378499388694763,-0.9378499388694763,0.5437427163124084,0.913752555847168,-0.913752555847168
32,0.3480468690395355,0.9379746317863464,-0.9379746317863464,0.5127991437911987,0.9143350720405579,-0.9143350720405579
33,0.3396416902542114,0.939643144607544,-0.939643144607544,0.5473844408988953,0.9138048887252808,-0.9138048887252808
34,0.3314051032066345,0.9422613978385925,-0.9422613978385925,0.5163643956184387,0.9142436981201172,-0.9142436981201172
35,0.3340444564819336,0.9430397748947144,-0.9430397748947144,0.502234160900116,0.9166585206985474,-0.9166585206985474
36,0.33239635825157166,0.9435276389122009,-0.9435276389122009,0.5317734479904175,0.9167037010192871,-0.9167037010192871
37,0.33784371614456177,0.9445823431015015,-0.9445823431015015,0.5693815350532532,0.918929398059845,-0.918929398059845
38,0.3509521484375,0.9441884160041809,-0.9441884160041809,0.5986578464508057,0.9178312420845032,-0.9178312420845032
39,0.35375893115997314,0.9450485706329346,-0.9450485706329346,0.6689707040786743,0.9130316972732544,-0.9130316972732544
40,0.3279420733451843,0.9468315243721008,-0.9468315243721008,0.574369490146637,0.9211995005607605,-0.9211995005607605
41,0.33458253741264343,0.9459443688392639,-0.9459443688392639,0.5385896563529968,0.918390154838562,-0.918390154838562
42,0.3799372911453247,0.9406561255455017,-0.9406561255455017,0.5566821694374084,0.9173362851142883,-0.9173362851142883
43,0.3616158664226532,0.9434698224067688,-0.9434698224067688,0.5627162456512451,0.9196373820304871,-0.9196373820304871
44,0.35029953718185425,0.9455526471138,-0.9455526471138,0.58289635181427,0.9181004762649536,-0.9181004762649536
45,0.358381062746048,0.9460352063179016,-0.9460352063179016,0.7216553688049316,0.9116430282592773,-0.9116430282592773
46,0.357278048992157,0.946785032749176,-0.946785032749176,0.6311576962471008,0.9205374717712402,-0.9205374717712402
47,0.3499775826931,0.9483334422111511,-0.9483334422111511,0.6319772005081177,0.9190718531608582,-0.9190718531608582
48,0.34189456701278687,0.9497571587562561,-0.9497571587562561,0.5656079649925232,0.9156781435012817,-0.9156781435012817
49,0.3284089267253876,0.9505382180213928,-0.9505382180213928,0.5977539420127869,0.915980339050293,-0.915980339050293
